autor,ano,titulo,resumo,doi
DE OLIVEIRA D;COSTA T,2022,RACIAL SELF-AFFIRMATION OF BLACK YOUNG PEOPLE FROM LAW N. 10.639/2003: PATHWAYS TO GENDER AND RACE EQUITY IN INTERSECTIONAL CONTEXT; [AUTOAFIRMAÇÃO RACIAL DE JOVENS NEGRAS NO PROJETO ABAETÊ CRIOLO: CAMINHOS PARA A EQUIDADE DE GÊNERO E DE RAÇA EM CONTEXTOS INTERSECCIONAIS A PARTIR DA LEI N. 10.639/2003],"THIS RESEARCH HAS AS ITS OBJECT THE ABAETÊ CRIOLO PROJECT, A SCHOOL GROUP THAT WORKS WITH ARTISTIC ACTIVITIES AND STUDY AND RESEARCH ON ANTI-RACIST THEMES AND RESPECT FOR CULTURAL DIVERSITY ON THE OUTSKIRTS OF FORTALEZA, NORTHEAST OF BRAZIL. THE OBJECTIVE WAS TO INVESTIGATE HOW THE STUDENTS PARTICIPATING IN THE PROJECT MANIFEST THEIR RACIAL IDENTITIES, AS WELL AS THE CONTRIBUTION OF ABAETÊ CRIOLO IN THE PROCESS OF FORMING AND SELF-AFFIRMING THEIR IDENTITIES. TO ACHIEVE THESE OBJECTIVES, THE METHOD USED WAS CRITICAL DISCOURSE ANALYSIS (ADC) OF INTERVIEWS WITH STUDENTS PARTICIPATING IN THE PROJECT. WE CONCLUDED THAT, AFTER FOUR YEARS OF GROUP ACTIONS, THE CONSTRUCTION AND STRENGTHENED THE EFFECTIVENESS OF LAW 10.639/03, PROMOTING THE CONSTRUCTION OF RACIAL IDENTITY OF YOUNG BLACK WOMEN. © 2022 FUNDACAO GETULIO VARGAS, ESCOLA DE DIREITO DE SAO PAULO. ALL RIGHTS RESERVED.",10.1590/2317-6172202222
SEVERO C;MAKONI S,2023,LANGUAGE AND RACE IN COLONIAL BRAZIL; [LÍNGUA E RAÇA NO BRASIL COLONIAL],"IN THIS ARTICLE, WE EXPLORE AND ANALYZE THE PROCESS OF RACIALIZATION OF PORTUGUESE LANGUAGEAND AFRICAN SUBJECTS IN THE BRAZILIAN COLONIAL CONTEXT. FOR DOING SO, WE EXPLORE THE NATURE OF THE RELATIONSHIP BETWEEN ECONOMIC AND POLITICAL DIMENSIONS OF COLONIALISM AND THE LANGUAGE PRACTICES OF ENSLAVED AFRICAN PEOPLE IN BRAZIL. IN LIGHT OF PORTUGUESE COLONIAL APPARATUS - THAT COMBINED RELIGIOUS, POLITICAL AND ECONOMIC INTERESTS - THIS PAPER ANALYZES THE ROLE PLAYED BY LANGUAGES AND RACIALIZED LANGUAGE IDEOLOGIES IN BOTH FOSTERING EXPLOITATION AND ENABLING RESISTANCE AGAINST COLONIAL DOMINATION. FROM A HISTORICAL AND CRITICAL PERSPECTIVE, WE ANALYZE THE ECONOMIC AND SOCIAL APPARATUS THAT UNDERPINNED ENSLAVED AFRICAN PEOPLE IN BRAZIL, WHO WERE DEEPLY AFFECTED BY A SYSTEM BASED ON THE SUGAR MILL APPARATUS (MODELO DO ENGENHO). WE EXPLORE FOUR EXAMPLES: THE USE OF THE TERMS BOÇAL, LADINO, CREOLE AND LÍNGUA; PORTUGUESE LEARNING BY ENSALVED AFRICANS AND THE ROLE OF PORTUGUESE PROFICIENCY; THE POLITICS OF NAMING AND ETHNICIZATION; AND MISSIONARY LANGUAGE IDEOLOGIES. WE POINT OUT TO THE RELATIONSHIP BETWEEN FOUR INTERRELATED ELEMENTS: THE IDEOLOGICAL DIMENSIONS OF LANGUAGE, RACIALIZING PROCESSES, ECONOMIC DOMINATION AND PRACTICES OF RESISTANCE. WE CONCLUDE BY ADVOCATING IN FAVOUR OF A DECOLONIZING CONCEPT OF LANGUAGE IN COLONIAL CONTEXTS THAT TAKE INTO ACCOUNT THE PLURALITY OF VOICES AND THE CRITICAL EPISTEMOLOGY INSCRIBED IN THE NOTION OF COLONIAL DIASPORIC MULTILINGUALISMS OF THE GLOBAL SOUTH.  © 2023 WALTER DE GRUYTER GMBH, BERLIN/BOSTON.",10.1515/ijsl-2022-0072
CRISTIELLEN R R M;QUEZADO C L M,2024,RACE AND LAND: IMPLICATIONS OF LAND-BASED RACISM ON URBAN SEGREGATION IN FORTALEZA-CE; [RAÇA E TERRA: IMPLICAÇÕES DO RACISMO FUNDIÁRIO NA SEGREGAÇÃO URBANA EM FORTALEZA-CE],"AMONG THE VARIOUS FACES OF RACIAL DISPARITIES IN BRAZIL, IT IS WORTH HIGHLIGHTING THOSE THAT HAVE LONG MARKED THE WAY THE BLACK POPULATION IS DISTRIBUTED AND INSERTED INTO URBAN SPACES DESERVE ATTENTION, THE ORIGINS OF WHICH COME FROM A LONG HISTORICAL PROCESS OF RACIAL SEGREGATION DATING BACK TO THE PERIOD OF SLAVERY. THE PRECARIOUSNESS OF FAVELA TERRITORIES COMPARED TO UPSCALE AREAS OF THE CITY REVEALS DISPARITIES NOT ONLY OF CLASS BUT ALSO OF COLOR. UNDERSTANDING LAND RACISM AS AN ARTICULATED NETWORK OF ACTIONS, PROMOTED BY INSTITUTIONS FORMED BY WHITES, WHICH HINDER ACCESS TO LAND BY THE BLACK AND INDIGENOUS POPULATIONS, THIS RESEARCH AIMS TO INVESTIGATE ITS CONSEQUENCES ON LAND DISTRIBUTION AND URBAN SEGREGATION IN FORTALEZA, CEARÁ. THIS PHENOMENON, MORE FREQUENTLY REPORTED IN OTHER CITIES, FINDS SIMILARITIES AND PARTICULARITIES IN THE HISTORY OF CEARÁ AND FORTALEZA. THE RESULTS REVEAL THE TERRITORIAL REPERCUSSIONS OF CENTURIES OF LAND RACISM IN THE CITY, DEMONSTRATING THE CONCENTRATION OF SELF-DECLARED BLACK AND INDIGENOUS POPULATIONS IN PERIPHERAL AND LOWER-INCOME NEIGHBORHOODS, ESPECIALLY IN PRECARIOUS INFORMAL SETTLEMENTS. © 2024 PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA. ALL RIGHTS RESERVED.",10.1590/2175-3369.016.e20230250
MARIZ S;VASCONCELOS F,2021,"THE “POST-COLONIAL” IN ACHILLE MBEMBE AND THE RENEWAL OF HISTORICAL NARRATIVES ABOUT MODERNITY: DIVISIONS AND INTERSECTIONS BETWEEN RACE, CLASS AND GENDER; [O “PÓS-COLONIAL” EM ACHILLE MBEMBE E A RENOVAÇÃO DAS NARRATIVAS HISTÓRICAS SOBRE A MODERNIDADE: CISÕES E INTERSEÇÕES ENTRE RAÇA, CLASSE E GÊNERO]","THE PROPOSAL OF THIS ARTICLE IS, FIRST, TO DESCRIBE THE CENTRAL AXES OF POSTCOLONIAL STUDIES; SECOND, TO ANALYZE ACHILLE MBEMBE'S THEORETICAL PROPOSITION REGARDING THE “POSTCOLONIAL” IN AFRICA AND ITS RELATIONS WITH MODERNITY; AND, FINALLY, TO DISCERN THE GENERAL CONSEQUENCES FOR THE CONSTRUCTION OF KNOWLEDGE ABOUT HISTORY AMIDST INTERNAL AND EXTERNAL NARRATIVE DISPUTES IN THE SCIENTIFIC FIELD RELATED TO ISSUES THAT INTERSECT RACE, CLASS, GENDER AND COLONIALITY. © 2021 UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL. ALL RIGHTS RESERVED.",10.22456/1983-201X.111320
DA SILVA A;LEMOS A,2024,“RACE AND HEALTH”: BLACK FEMALE HEALTHCARE PROVIDERS IN THE COVID-19 PANDEMIC1; [“RAÇA E SAÚDE”: MULHERES NEGRAS PROFISSIONAIS DE SAÚDE NO CONTEXTO DA PANDEMIA DA COVID-19],"THIS ARTICLE STEMS FROM POSTDOCTORAL RESEARCH WITH BLACK FEMALE HEALTHCARE PROVIDERS WHO WORKED ON THE FRONT LINES OF THE COVID-19 PANDEMIC IN THE STATE OF PERNAMBUCO, BRAZIL. IT SOUGHT TO UNDERSTAND THEIR EXPERIENCES BASED ON THEIR FAMILY AND PROFESSIONAL TRAJECTORIES, WHEN CARING FOR THEMSELVES AND OTHERS, WITH RACISM AS A COMMON THREAD. IN TOTAL, 14 WOMEN FROM DIFFERENT HEALTH BACKGROUNDS WERE INTERVIEWED. THE NETWORK OF AFFECTIONS TECHNIQUE WAS USED, IN WHICH THESE WOMEN INDICATED OTHER WOMEN IN THEIR WORK CYCLE AND/OR FRIENDSHIPS. THE INTERVIEWS WERE CONDUCTED ONLINE OR IN THEIR WORKPLACES. ANALYSES WERE BASED ON THE CONCEPTS OF “DEVICE OF RACIALITY” AND “GENDERED RACISM,” REVEALING ASPECTS RELATED TO THE PRECARIOUSNESS OF WORK, EXHAUSTION, LONELINESS, THE ERASURE OF THESE WOMEN’S CONTRIBUTIONS AND THE COLONIAL CONTINUITY IN INSTITUTIONAL AND INTERPERSONAL RELATIONS IN HEALTH, WHICH SYMBOLICALLY AND MATERIALLY ATTRIBUTES TO BLACK WOMEN FUNCTIONS LINKED TO SERVITUDE, WHICH WERE RAISED TO MAXIMUM POWER IN THE CONTEXT OF A GLOBAL HEALTH CRISIS. THIS STUDY BRINGS A CONTRIBUTION TO THE FIELD OF STUDY ON THE HEALTH OF THE BLACK POPULATION BY SHOWING THE NEED FOR SELF-CARE AND INSTITUTIONAL CARE FOR THESE WORKERS, FOCUSED ON THE DAILY MICROPOLITICS OF CONFRONTING RACISM. © 2024, UNIVERSIDADE DE SAO PAULO. MUSEU DE ZOOLOGIA. ALL RIGHTS RESERVED.",10.1590/S0104-12902024240356en
GUIMARÃES A,2024,"RACE AND RACISM, JUNCTIONS AND DISJUNCTIONS; [RAÇAS E RACISMOS, JUNÇÕES E DISJUNÇÕES]","IN THIS ARTICLE, I EXPLORE THE REASONS WHY THE NEED TO CONCEPTUALIZE RACISM HAS DEVELOPED IN THIS CENTURY WITHIN THE SOCIAL SCIENCE TRADITION, AS WELL AS THE REASONS WHY THIS CONCEPTUALIZATION IS STILL HIGHLY CONTROVERSIAL TODAY. THIS LEADS ME TO DISCUSS THE RELATIONSHIP BETWEEN RACISM AND RACE, AND THE DEVELOPMENT OF THE ANALYTICAL USE OF THE TERM RACE IN THE SOCIAL SCIENCES. IN MAKING THIS ARGUMENT, I WILL DEFEND TWO SIMPLE BUT RADICAL THESES: THAT THERE IS NO WAY TO CONCEPTUALIZE RACISM WITHOUT REFERENCE TO RACE, JUST AS THERE IS NO RACISM WITHOUT HUMAN AGENCY. © (2024), (UNIVERSIDADE DE SAO PAULO. MUSEU DE ZOOLOGIA). ALL RIGHTS RESERVED.",10.11606/0103-2070.ts.2024.221936
PEREIRA B;OLIVEIRA P,2021,KLEBER AMANCIO: REFLECTIONS ON RACE AND ART HISTORY IN BRAZIL; [KLEBER AMANCIO: REFLEXÕES SOBRE RAÇA E HISTÓRIA DA ARTE NO BRASIL],[NO ABSTRACT AVAILABLE],10.23925/2176-2767.2021v71p375-393
MINCHONI T;SCHUCMAN L,2024,"“I DON’T NEED VACCINES”: RACE, CLASS AND TERRITORY AS DECISION-MAKING POSITIONS FOR COLLECTIVE HEALTH; [“EU NÃO PRECISO DE VACINAS”: RAÇA, CLASSE E TERRITÓRIO COMO POSIÇÕES DECISÓRIAS PARA SAÚDE COLETIVA]; [“YO NO NECESITO VACUNAS”: RAZA, CLASE Y TERRITORIO COMO POSICIONES DE DECISIÓN PARA LA SALUD COLECTIVA]",[NO ABSTRACT AVAILABLE],10.1590/interface.240212
RIBEIRO A,2024,"IT'S NATION TIME! JAZZ, RACE AND POLITICS IN THE WRITINGS OF FRANTZ FANON AND AMIRI BARAKA (1950-1970); [IT'S NATION TIME! JAZZ, RAÇA E POLÍTICA NOS ESCRITOS DE FRANTZ FANON E AMIRI BARAKA (1950-1970)]","IN THIS STUDY, I EXAMINE THE CONCEPTIONS OF JAZZ AND NEGRITUDE BY THE MARTINICAN PHILOSOPHER FRANTZ FANON AND THE AFRO-AMERICAN WRITER AMIRI BARAKA. FOR THIS, I MOBILIZE DATA IN THE PERTINENT BIBLIOGRAPHY, IN RELEVANT ACADEMIC WORKS AND IN BIOGRAPHICAL STUDIES, HAVING AS A THEORETICAL-METHODOLOGICAL CONTRIBUTION THE NOTION OF BLACK ATLANTIC (GILROY, 2001 [1993]) AND ALSO THE SUPPORT OF BOURDIEU (2004; 2015 [1974]) AND KOSELLECK (1992; 2006 [1979]), IN ORDER TO ANALYZE THE CONTEXTS OF EACH AUTHOR FOR THE FORMULATION OF THEIR NOTIONS OF JAZZ AND BLACKNESS, PAYING ATTENTION TO THE FLOWS AND EBBS IN THEIR INTELLECTUAL TRAJECTORIES AND ALSO THE DIALOGUES THEY ESTABLISHED WITH THEIR PEERS. IN THIS DIALOGUE, I PROBLEMATIZE THE RELATIONSHIP BETWEEN BLACK MUSIC AND BLACK IDENTITY, HIGHLIGHTING THE POLITICAL AND AESTHETIC-IDEOLOGICAL DISPUTES AROUND THE DEFINITION OF THE NOTION OF BLACKNESS IN THE ATLANTIC. © 2024 UNIVERSIDADE DE SAO PAULO, FACULDADE DE FILOSOFIA, LETRAS E CIENCIAS HUMANAS. ALL RIGHTS RESERVED.",10.11606/issn.2316-9141.rh.2024.213752
MALFRÁN Y;BOSCATTI A;NAVARRO P;ARAÑÓ Y,2024,ASSISTED REPRODUCTION IN CUBA: TRACES OF A RACIAL BIOPOLITICS; [A REPRODUÇÃO ASSISTIDA EM CUBA: TRAÇOS DE UMA BIOPOLÍTICA RACIAL]; [LA REPRODUCCIÓN ASISTIDA EN CUBA: RASTROS DE UNA BIOPOLÍTICA RACIAL],"IN VITRO FERTILIZATION BY OVULE DONATION IS ONE OF THE REPRODUCTIVE TECHNOLOGIES USED IN CUBA. ALTHOUGH REPRODUCTIVE BIOTECHNOLOGIES OFFER POSSIBILITIES TO CONFRONT THE SYMBOLIC ORDER THAT ASSUMES RACE AS A CENTRAL ELEMENT OF THE KINSHIP INTELLIGIBILITY MATRIX, IN THE CASE OF OVULE DONATION, THE EFFORTS OF THE CUBAN STATE ARE FOCUSED ON THE SURVEILLANCE OF PHENOTYPIC MARKS AS A CONDITION FOR THE EXCHANGE OF REPRODUCTIVE MATERIAL BETWEEN OVULES DONORS AND RECEIVERS. THE ANALYSIS THAT WE HAVE DEVELOPED SEEKS TO CHARACTERIZE THIS RACIAL BIOPOLITICS OF KINSHIP, ITS RACIST PRESUPPOSITIONS, WHICH DELIMIT AN AREA OF REPRODUCTIVE ABJECTION DUE TO THE PHENOTYPIC MIXTURES INVOLVED, AND THE POSSIBILITIES OPEN TO ITS SUBVERSION. THE CRITICAL DIMENSION THAT WE PROPOSE SEEKS TO CONTRIBUTE TO ANTI-RACIST DEBATES IN CURRENT CUBAN SOCIETY. © (2024), (UNIVERSIDADE FEDERAL DE SANTA CATARINA). ALL RIGHTS RESERVED.",10.1590/1806-9584-2024v32n291295
PETSCHELIES E,2024,RACE AND CULTURE IN CLASSICAL ANTHROPOLOGICAL THOUGHT; [RAÇA E CULTURA NO PENSAMENTO ANTROPOLÓGICO CLÁSSICO],"THIS ESSAY AIMS TO UNVEIL THE CONCEPTS OF RACE AND CULTURE IN WHAT IS UNDERSTOOD AS CLASSICAL ANTHROPOLOGY, WHICH WAS THE ANTHROPOLOGY PRODUCED APPROXIMATELY BETWEEN THE END OF THE 19TH CENTURY AND THE STRUCTURALIST REVOLUTION. THE AIM IS TO CONTRIBUTE TO THE CONTEMPORARY DEBATE ON THE RELATIONSHIP BETWEEN ANTHROPOLOGY AND RACE AND PROPOSE HISTORICALLY CONTEXTUALIZED INTERPRETATIONS. IT ALSO AIMS TO PROVIDE HUMANITIES STUDENTS WITH CONCEPTUAL TOOLS FOR A MORE GLOBAL UNDERSTANDING OF CONCEPTS OF RACE AND CULTURE DURING THE EMERGENCE AND ESTABLISHMENT OF ANTHROPOLOGY. © (2024), (ASSOCIACAO NACIONAL DE HISTORIA). ALL RIGHTS RESERVED.",10.1590/1806-93472024V44N96-11
SOUZA V,2024,"THE BRAZIL OF RACIAL MYTHOLOGY: EUGENICS, RACISM, AND NATIONAL UTOPIAS IN BRAZILIAN MODERNISM IN THE 1920S; [O BRASIL DA MITOLOGIA RACIAL: EUGENIA, RACISMO E UTOPIAS NACIONAIS NO MODERNISMO BRASILEIRO DOS ANOS 1920]","THE ARTICLE ANALYZES THE RELATIONSHIP BETWEEN EUGENICS AND MODERNISM, SEEKING TO UNDERSTAND HOW EUGENIC LANGUAGE MOBILIZED SOCIAL THOUGHT AND MODERNIST LITERATURE IN THE 1920S. I PROPOSE TO UNDERSTAND HOW EUGENICS INSPIRED PLOTS, IMAGES AND REPRESENTATIONS ABOUT BRAZIL AND BRAZILIANS, WHICH FUELED DISCUSSIONS ABOUT NATIONAL MODERNITY, BRAZILIAN RACIAL IDENTITY, THE CREATION OF A EUGENICALLY CONTROLLED SOCIETIES AND EVEN THE PROPOSITION OF EXTREME MEASURES OF HUMAN EXTERMINATION IN THE NAME OF RACIAL UTOPIAS. MY INTEREST IS TO ANALYZE EUGENICS AS A MOVEMENT THAT SPREAD BEYOND THE MEDICAL AND SCIENTIFIC FIELD, USED AS A CULTURAL EXPRESSION OF MODERNITY. MORE THAN A DISCOURSE CENTERED ON MEDICAL AND BIOLOGICAL THEORIES, I PROPOSE TO UNDERSTAND EUGENICS AS A MODERN PHILOSOPHY THAT HAD A STRONG IMPACT ON CULTURAL AND SOCIAL LIFE AT THE BEGINNING OF THE 20TH CENTURY. IN ADDITION TO ANALYZING THE WORK OF A GROUP OF MODERNIST WRITERS (AMONG THEM PAULO PRADO, ALFREDO ELLIS JUNIOR, MONTEIRO LOBATO E ADALZIRA BITTENCOURT), I ALSO EXPLORE THE EXISTENCE OF PUBLIC DIALOGUES AND DEBATES THAT PROVIDE EVIDENCE ABOUT THESE WRITERS’ BELIEFS IN EUGENICS, AS WELL AS THEIR DIALOGUES AND RELATIONSHIPS WITH THE EUGENICS MOVEMENT. © (2024), (UNIVERSIDADE ESTADUAL PAULISTA(UNESP)). ALL RIGHTS RESERVED.",10.1590/1980-4369e20230007
ZULLO G;ALMEIDA P,2024,"RACE, INFORMAL EMPLOYMENT AND INFORMALIZATION: A HISTORICAL PERSPECTIVE ON WORK IN CONTEMPORARY BRAZIL; [RAÇA, EMPREGO INFORMAL E INFORMALIZAÇÃO UMA PERSPECTIVA HISTÓRICA DO TRABALHO NO BRASIL CONTEMPORÂNEO]","BASED ON AN OVERVIEW OF THE GENESIS OF THE CATEGORY INFORMAL SECTOR, WE HIGHLIGHT THE IMPORTANCE OF THE PARALLELISM BETWEEN RACE AND CLASS FOR THE ANALYSIS OF THE STRUCTURE OF OCCUPATIONS. AFTERWARDS, WE EXAMINED THE SITUATION OF BLACK WORKERS IN THE BRAZILIAN LABOUR MARKET BETWEEN 1982 AND 2022, BOTH IN INFORMAL OCCUPATIONS AND IN LOW-PAID FORMAL OCCUPATIONS, AMONG WHICH WE HIGHLIGHTED APP DELIVERY WORKERS AS AN EXPRESSION OF THE RACIALITY OF THE INFORMALIZATION PROCESS. © (2024), (CENTRO BRASILEIRO DE ANALISE E PLANEJAMENTO). ALL RIGHTS RESERVED.",10.25091/S01013300202400020003
COLOMBINI I,2023,THE MASKS OF OPPRESSION – NEW READINGS OF THE RELATIONSHIP BETWEEN RACE AND CLASS; [AS MÁSCARAS DA OPRESSÃO – NOVAS LEITURAS DA RELAÇÃO RAÇA E CLASSE],"RACISM IN CAPITALIST SOCIETY CAN BE CONSIDERED ONE OF THE MOST MISUNDERSTOOD ISSUES IN THE SOCIAL SCIENCES, EVEN BY MOST OF THE MOST CRITICAL SOCIOLOGICAL CURRENTS. RACISM, BROADLY SPEAKING, PRESENTS TWO GREAT MASSIFIED AND RETRO-FED UNDERSTANDINGS: ONE THAT CONCEPTUALIZES IT AS A MORAL AND INDIVIDUAL ISSUE AND THE OTHER THAT STARTS FROM A DEBT TO THE PAST FOR LACK OF AN ADEQUATE SOCIAL INSERTION AND FOR THE DIFFICULTY ASSIMILATING THE SEGREGATED POPULATION. THE CONSTITUTION OF CAPITALIST RELATIONS IN THEIR REPRODUCTION OF A CLASS SOCIABILITY IS HARDLY SEEN INTRINSICALLY LINKED TO RACISM, ERASING ANY RACIAL CONTENT FROM THE CLASS CONSTITUTION PROCESS. THIS ERASURE IS DUE IN LARGE PART TO MISINTERPRETATIONS BOTH OF THE CONTENT OF RACISM AND OF THE PROCESS OF CONSTITUTION OF SOCIAL CLASS, WHICH END UP SEPARATING THE SOCIAL SPHERES INTO DELIMITED OBJECTS, WHICH HIDE IN THEIR DELIMITATIONS THE FORMS OF CONTRADICTION AND SOCIAL DOMINATION OF RACIALIZED CAPITALIST RELATIONS. THUS, THIS ARTICLE INTENDS TO DEEPEN THE DEBATE ABOUT CLASS CONSTITUTION TO UNDERSTAND IT FROM THE RACIALIZED FORMS OF SOCIAL DOMINATION. © (2023). ALL RIGHTS RESERVED.",10.1590/0102-174203/119
GOMES N,2023,"STUDIES AND RESEARCH ON EDUCATION, RACE, GENDER, AND SEXUAL DIVERSITY; [STUDOS E PESQUISAS SOBRE EDUCAÇÃO, RAÇA, GÊNERO, E DIVERSIDADE SEXUAL]; [ESTUDIOS E INVESTIGACIONES SOBRE EDUCACIÓN, RAZA, GÉNERO Y DIVERSIDADE SEXUAL]","THIS ARTICLE OPENS THE NEW SECTION EDUCATION, RACE, GENDER, AND SEXUAL DIVERSITY TO BE INCLUDED IN THE PERIODICAL EDUCAÇÃO & SOCIEDADE IN 2023. IT DISCUSSES THE IMPORTANCE OF THAT SECTION AND THE INTERSECTIONAL APPROACH OF THE CONCEPTS BY THE PRESENTATION OF ISSUES AS ECONOMIC AND SOCIAL INEQUALITIES, DISCRIMINATION, AND VIOLENCE, AND HOW THIS COMPLEXITY IS EXPRESSED IN EDUCATION. IT ARGUES THAT THIS ANALYSIS HAS ENABLED NEW AND THOUGHT-PROVOKING REFLECTIONS FOR A BETTER UNDERSTANDING OF THE EDUCATIONAL PHENOMENON AND DISCUSSES THE IMPORTANCE OF SCIENTIFIC DISSEMINATION OF THEORETICAL PRODUCTIONS THAT ADDRESS SUCH CONCEPTS IN THE FIELD OF EDUCATION. © 2023, CENTRO DE ESTUDOS EDUCACAO E SOCIEDADE - CEDES. ALL RIGHTS RESERVED.",10.1590/ES.275110
CONTE G P;PIZZINATO A,2023,"PSYCHOSOCIAL ANALYSIS OF THE MIGRATORY PROCESS OF HAITIAN MEN AND WOMEN TO BRAZIL: AN INTERSECTIONAL PERSPECTIVE OF RACE-ETHNICITY, GENDER, AND AGE; [ANÁLISE PSICOSSOCIAL DO PROCESSO MIGRATÓRIO DE HAITIANOS(AS) AO BRASIL: UMA PERSPECTIVA INTERSECCIONAL DE RAÇA-ETNIA, GÊNERO E IDADE]","THE AIM OF THIS PAPER WAS TO ANALYZE THE PSYCHOSOCIAL EXPERIENCES OF HAITIAN MEN AND WOMEN MIGRATORY PROCESSES TO SOUTHERN BRAZIL, ESPECIALLY FROM AN INTERSECTIONAL PERSPECTIVE OF RACE-ETHNICITY, GENDER, AND AGE. FIFTEEN MIGRANTS WERE INTERVIEWED: NINE WOMEN, TWO MEN, AND FOUR CHILDREN, WHO WERE LIVING IN PORTO ALEGRE, RIO GRANDE DO SUL, SOUTHERN BRAZIL. DATA WERE SUBMITTED TO INDUCTIVE THEMATIC ANALYSIS, WHICH ALLOWED THE ORGANIZATION OF THREE CENTRAL THEMES: 1) MOTIVATIONS FOR MIGRATING FROM HAITI TO SOUTH AMERICA; 2) GENDER ROLES AND THEIR RESPECTIVE IMPACTS ON EXPERIENCES IN BRAZIL; AND 3) REDUCED SUPPORT NETWORK AND EXPERIENCES OF RACIALIZED XENOPHOBIA. WE DISCUSS IN WHICH LEVEL GENDER AND AGE DIFFERENCES, ASSOCIATED WITH THE CROSSINGS OF THE PHENOMENON OF RACIALIZED XENOPHOBIA, IMPLY IN DIFFERENT AND UNIQUE PSYCHOSOCIAL EXPERIENCES FOR HAITIANS IN THEIR MIGRATORY PROCESS TO BRAZIL, BUT IN WHICH MOST CONVERGE TO A POSITION OF SOCIAL MARGINALIZATION. © 2023, SCALABRINIANO CENTER FOR MIGRATORY STUDIES. ALL RIGHTS RESERVED.",10.1590/1980-85852503880006811
SILVA D;DZIUBA A,2023,RECLAIMING PRESENCE: ANTI-GENDER NATIONALISM AND MARIELLE FRANCO’S DEICTIC FIELD OF RESISTANCE IN BRAZIL,"POLITICAL ACTORS’ EMBEDDING OF THE HERE-AND-NOW OF ENUNCIATION INTO CONSTRUCTIONS OF GENDER, SEXUALITY AND RACE IS A DEICTIC PRACTICE THAT CAN BE UNCOUPLED FROM ITS CONTEXT AND PROJECTED INTO POLITICAL FIELDS. THIS ARTICLE UNPACKS ALTERNATIVE INVOCATIONS OF THE DEICTIC FIELD BY JAIR BOLSONARO’S NEW RIGHT IN BRAZIL AND BY MARIELLE FRANCO, A QUEER BLACK COUNCILWOMAN WHO WAS ASSASSINATED IN 2018, THE SAME YEAR BOLSONARO WAS ELECTED PRESIDENT. WHILE BOLSONARO HAS VILIFIED PROGRESSIVE TROPES, SUCH AS GENDER EQUALITY, SEX POSITIVE EDUCATION AND MARIELLE’S LEGACY, MARIELLE AND LATER HER MOURNING MOVEMENT HAVE MAPPED HER HERE-AND-NOW ONTO MOTTOS SUCH AS ‘MARIELLE LIVES’, WHICH DEFY CHRONOLOGIC TIME. MARIELLE’S CENTRAL FIGURE HAS THUS BEEN ‘PRESENT’ ACROSS THE POLITICAL SPECTRUM – FOR PROGRESSIVES AS A FIGURE OF IMMANENCE, AND FOR WHITE SUPREMACISTS AS A SYMBOL OF THE BLACK GENDERED BODY WHOSE LIFE IS NOT MOURNABLE BUT WHOSE PHANTASMATIC PRESENCE IS A CONTINUING THREAT. O ENCAIXE, REALIZADO POR ATORES POLÍTICOS, DO AQUI-E-AGORA DA ENUNCIAÇÃO EM CONSTRUÇÕES DE GÊNERO, SEXUALIDADE E RAÇA É UMA PRÁTICA DÊITICA QUE PODE SER SEPARADA DO SEU CONTEXTO E PROJETADA EM CAMPOS POLÍTICOS. ESTE ARTIGO ANALISA INVOCAÇÕES ALTERNATIVAS DO CAMPO DÊITICO PELA NOVA DIREITA BOLSONARISTA NO BRASIL E POR MARIELLE FRANCO, UMA VEREADORA LÉSBICA ASSASSINADA EM 2018, O MESMO ANO EM QUE JAIR BOLSONARO FOI ELEITO PRESIDENTE. AO PASSO QUE BOLSONARO VILIPENDIOU TROPOS PROGRESSISTAS, COMO A IGUALDADE DE GÊNERO, A EDUCAÇÃO SEXUAL E O LEGADO DE MARIELLE, A VEREADORA E POSTERIORMENTE SEU MOVIMENTO DE LUTO POLITIZARAM O AQUI-E-AGORA DE MARIELLE E O MAPEARAM EM MOTES COMO ‘MARIELLE VIVE’, QUE DESAFIAM O TEMPO CRONOLÓGICO. A FIGURA CENTRAL DE MARIELLE TEM ESTADO ASSIM ‘PRESENTE’ NO ESPECTRO POLÍTICO BRASILEIRO – PARA O CAMPO PROGRESSISTA, COMO FIGURA DE IMANÊNCIA, E PARA O BOLSONARISMO, COMO SINTOMA DO CORPO NEGRO GENERIFICADO CUJA VIDA NÃO É DIGNA DE LUTO, MAS CUJA PRESENÇA FANTASMÁTICA É UMA CONTÍNUA AMEAÇA. © 2023, EQUINOX PUBLISHING.",10.1558/genl.18549
OLIVEIRA C,2024,"INTERSECTING AND APPROACHING: CONNECTIONS BETWEEN RACE, GENDER AND SEXUALITY; [INTERSECCIONANDO E APROXIMANDO: CONEXÕES ENTRE RAÇA, GÊNERO E SEXUALIDADE]; [INTERSECCIÓN Y ACERCAMIENTO: CONEXIONES ENTRE RAZA, GÉNERO Y SEXUALIDAD]",[NO ABSTRACT AVAILABLE],10.1590/1806-9584-2024v32n195534
